trial_id,crowd_density_humans,fixed_fleet_size,success_rate_pct,makespan_s,mean_replan_latency_ms,discomfort_integral,v2v_mesh_packets
97,6,4,100.0,80.05,0.09,0.75,55
97,12,4,100.0,39.75,0.128,0.89,87
97,18,4,100.0,48.6,0.154,0.11,67
97,24,4,100.0,53.8,0.203,0.54,40
97,30,4,100.0,47.2,0.144,0.23,54
98,2,4,100.0,33.1,0.115,0.0,90
98,6,4,100.0,35.0,0.09,0.39,57
98,12,4,100.0,132.0,0.064,7.13,84
98,18,4,100.0,44.6,0.141,0.11,51
98,24,4,100.0,52.4,0.137,0.73,68
98,30,4,100.0,41.95,0.154,0.71,47
99,2,4,100.0,19.2,0.102,0.02,108
99,6,4,100.0,31.25,0.124,0.05,46
99,12,4,100.0,32.95,0.119,0.0,56
99,18,4,100.0,67.6,0.137,0.59,62
99,24,4,0.0,180.0,0.185,20.86,375
99,30,4,100.0,54.9,0.166,4.25,86
100,2,4,100.0,31.55,0.081,0.0,82
100,6,4,100.0,24.9,0.087,0.0,67
100,12,4,100.0,58.5,0.164,2.32,101
100,18,4,100.0,43.65,0.109,0.63,49
100,24,4,100.0,54.05,0.212,4.61,129
100,30,4,100.0,55.8,0.13,1.34,60
